2 1:8.964169e-01 2:5.056180e-02
2 1:9.667124e-01 2:5.136437e-02
2 1:9.522225e-01 2:5.377207e-02
2 1:5.983953e-01 2:5.858748e-02
2 1:8.327789e-01 2:4.975923e-02
2 1:8.913259e-01 2:4.975923e-02
2 1:1.003329e+00 2:5.377207e-02
2 1:8.460940e-01 2:5.216693e-02
2 1:6.473476e-01 2:5.216693e-02
2 1:9.786568e-01 2:5.296950e-02
2 1:9.201098e-01 2:5.296950e-02
2 1:3.354212e-01 2:7.784912e-02
2 1:7.397695e-01 2:4.895666e-02
2 1:7.174473e-01 2:4.815409e-02
2 1:8.827103e-01 2:5.056180e-02
2 1:1.004895e+00 2:5.377207e-02
2 1:9.222637e-01 2:5.537721e-02
2 1:9.240260e-01 2:5.216693e-02
2 1:6.620333e-01 2:5.457464e-02
2 1:4.223605e-01 2:6.179775e-02
2 1:7.143143e-01 2:4.654896e-02
2 1:6.745651e-01 2:5.056180e-02
2 1:8.864307e-01 2:5.698234e-02
2 1:8.842767e-01 2:5.056180e-02
2 1:6.449979e-01 2:4.895666e-02
2 1:9.598591e-01 2:5.377207e-02
2 1:5.923252e-01 2:6.821830e-02
2 1:2.163692e-01 2:1.348315e-01
2 1:4.527132e-01 2:5.377207e-02
2 1:3.691004e-01 2:6.420546e-02
2 1:8.564718e-01 2:5.136437e-02
2 1:9.907970e-01 2:5.457464e-02
2 1:5.374986e-01 2:7.142857e-02
2 1:6.634039e-01 2:6.179775e-02
2 1:4.842385e-01 2:5.939005e-02
2 1:2.443699e-01 2:1.131621e-01
2 1:5.367154e-01 2:5.056180e-02
2 1:3.270014e-01 2:7.865169e-02
2 1:6.207175e-01 2:5.136437e-02
2 1:8.670455e-01 2:5.617978e-02
2 1:4.953996e-01 2:7.704655e-02
2 1:7.595463e-01 2:5.537721e-02
2 1:8.126106e-01 2:4.975923e-02
2 1:5.537508e-01 2:5.056180e-02
2 1:6.209133e-01 2:4.815409e-02
2 1:9.475231e-01 2:5.216693e-02
2 1:2.800072e-01 2:1.059390e-01
2 1:1.948302e-01 2:1.629213e-01
2 1:1.956134e-01 2:1.637239e-01
2 1:2.038374e-01 2:1.741573e-01
2 1:8.343454e-01 2:5.136437e-02
2 1:9.904053e-01 2:5.457464e-02
2 1:2.512232e-01 2:1.292135e-01
2 1:3.336589e-01 2:9.229535e-02
2 1:3.352254e-01 2:6.982343e-02
2 1:1.578222e-01 2:1.837881e-01
2 1:2.478945e-01 2:1.155698e-01
2 1:2.723706e-01 2:1.340289e-01
2 1:4.756229e-01 2:8.025682e-02
2 1:8.339538e-01 2:4.975923e-02
2 1:6.884675e-01 2:4.815409e-02
2 1:1.918930e-01 2:1.693419e-01
2 1:5.823389e-01 2:5.296950e-02
2 1:8.474646e-01 2:5.778491e-02
2 1:2.267471e-01 2:1.540931e-01
2 1:4.286264e-01 2:8.105939e-02
2 1:6.827891e-01 2:5.216693e-02
2 1:4.386127e-01 2:5.778491e-02
2 1:3.581351e-01 2:5.778491e-02
2 1:1.987464e-01 2:1.476726e-01
2 1:2.381040e-01 2:1.500803e-01
2 1:9.455650e-01 2:5.457464e-02
2 1:4.722941e-01 2:8.186196e-02
2 1:2.245932e-01 2:1.524880e-01
2 1:1.836691e-01 2:1.556982e-01
2 1:5.551214e-01 2:6.741573e-02
2 1:8.709617e-01 2:4.975923e-02
2 1:1.944386e-01 2:6.179775e-02
2 1:6.610542e-01 2:4.895666e-02
2 1:5.069524e-01 2:5.056180e-02
2 1:1.903266e-01 2:7.624398e-02
2 1:1.907182e-01 2:7.865169e-02
2 1:8.417861e-01 2:5.136437e-02
2 1:9.788526e-01 2:5.457464e-02
2 1:1.862146e-01 2:1.380417e-01
2 1:1.862146e-01 2:1.765650e-01
2 1:2.132362e-01 2:1.372392e-01
2 1:1.740744e-01 2:9.149278e-02
2 1:1.680043e-01 2:1.589085e-01
2 1:1.868020e-01 2:8.346709e-02
2 1:5.445477e-01 2:5.617978e-02
2 1:8.500101e-01 2:5.698234e-02
2 1:1.631091e-01 2:1.308186e-01
2 1:2.157818e-01 2:1.749599e-01
2 1:4.848259e-01 2:5.617978e-02
2 1:3.072247e-01 2:6.821830e-02
2 1:1.691792e-01 2:1.693419e-01
2 1:1.987464e-01 2:9.069021e-02
2 1:2.191105e-01 2:1.404494e-01
2 1:7.074610e-01 2:5.377207e-02
2 1:6.526344e-01 2:4.815409e-02
2 1:1.871936e-01 2:8.828250e-02
2 1:2.108865e-01 2:1.556982e-01
2 1:4.744480e-01 2:8.025682e-02
2 1:1.589971e-01 2:1.532905e-01
2 1:2.823569e-01 2:1.083467e-01
2 1:7.893093e-01 2:4.975923e-02
2 1:5.797934e-01 2:5.136437e-02
2 1:2.725664e-01 2:7.142857e-02
2 1:9.234386e-01 2:5.216693e-02
2 1:1.858230e-01 2:4.975923e-02
2 1:2.085368e-01 2:5.858748e-02
2 1:1.609552e-01 2:8.105939e-02
2 1:1.781864e-01 2:8.025682e-02
2 1:8.353244e-01 2:5.216693e-02
2 1:9.653418e-01 2:5.457464e-02
2 1:1.666336e-01 2:4.815409e-02
2 1:1.891517e-01 2:5.216693e-02
2 1:1.740744e-01 2:1.476726e-01
2 1:1.768157e-01 2:6.581059e-02
2 1:1.617384e-01 2:7.704655e-02
2 1:1.711373e-01 2:8.266453e-02
2 1:5.314285e-01 2:5.457464e-02
2 1:8.560802e-01 2:5.778491e-02
2 1:1.676127e-01 2:4.735152e-02
