2 1:7.143143e-01 2:4.654896e-02
2 1:6.207175e-01 2:5.136437e-02
2 1:7.595463e-01 2:5.537721e-02
1 1:2.512232e-01 2:1.292135e-01
1 1:2.723706e-01 2:1.340289e-01
2 1:8.474646e-01 2:5.778491e-02
2 1:6.827891e-01 2:5.216693e-02
2 1:9.455650e-01 2:5.457464e-02
2 1:8.709617e-01 2:4.975923e-02
1 1:2.191105e-01 2:1.404494e-01
1 1:1.781864e-01 2:8.025682e-02
1 1:1.617384e-01 2:7.704655e-02
1 1:1.711373e-01 2:8.266453e-02
1 1:1.822984e-01 2:1.573034e-01
1 1:1.666336e-01 2:5.457464e-02
1 1:1.560600e-01 2:8.426966e-02
1 1:1.897391e-01 2:8.426966e-02
1 1:2.024667e-01 2:1.011236e-01
1 1:2.304675e-01 2:1.332263e-01
1 1:2.347753e-01 2:1.412520e-01
1 1:2.555310e-01 2:6.982343e-02
1 1:1.368706e-01 2:4.654896e-02
1 1:2.030542e-01 2:1.661316e-01
1 1:1.985506e-01 2:5.537721e-02
1 1:1.911098e-01 2:8.266453e-02
1 1:3.642052e-01 2:7.223114e-02
1 1:1.580180e-01 2:4.735152e-02
1 1:1.462695e-01 2:5.858748e-02
1 1:1.846481e-01 2:1.332263e-01
1 1:1.403952e-01 2:8.507223e-02
1 1:1.625217e-01 2:1.621188e-01
1 1:1.351084e-01 2:8.426966e-02
1 1:1.807319e-01 2:5.537721e-02
1 1:1.613468e-01 2:6.500803e-02
1 1:1.541019e-01 2:4.654896e-02
1 1:1.727037e-01 2:5.377207e-02
1 1:1.562558e-01 2:1.966292e-01
1 1:1.495982e-01 2:4.735152e-02
1 1:1.390245e-01 2:6.982343e-02
1 1:2.956719e-01 2:6.902087e-02
2 1:5.257501e-01 2:6.340289e-02
1 1:1.852355e-01 2:9.149278e-02
1 1:1.764241e-01 2:5.617978e-02
1 1:1.552767e-01 2:4.574639e-02
2 1:6.534177e-01 2:5.216693e-02
1 1:1.286467e-01 2:7.945425e-02
1 1:1.920888e-01 2:5.617978e-02
1 1:1.470527e-01 2:6.019262e-02
1 1:1.174855e-01 2:1.974318e-01
1 1:6.285476e-02 2:3.306581e-01
1 1:2.097117e-01 2:1.460674e-01
2 1:6.032905e-01 2:5.136437e-02
1 1:1.748576e-01 2:6.019262e-02
1 1:1.635007e-01 2:6.179775e-02
1 1:2.177399e-01 2:7.544141e-02
1 1:1.539060e-01 2:6.581059e-02
1 1:7.812788e-02 2:3.683788e-01
1 1:1.719205e-01 2:9.630819e-02
1 1:2.065787e-01 2:9.149278e-02
1 1:6.540028e-02 2:4.534510e-01
1 1:1.734870e-01 2:9.630819e-02
1 1:1.411785e-01 2:6.179775e-02
1 1:8.204406e-02 2:3.146067e-01
1 1:1.351084e-01 2:1.420546e-01
2 1:4.826720e-01 2:5.858748e-02
2 1:6.081857e-01 2:5.457464e-02
2 1:5.277082e-01 2:5.617978e-02
1 1:1.200311e-01 2:5.939005e-02
2 1:6.665369e-01 2:5.537721e-02
2 1:5.889964e-01 2:5.778491e-02
1 1:1.071076e-01 2:8.266453e-02
1 1:1.445072e-01 2:6.179775e-02
1 1:2.144111e-01 2:6.260032e-02
1 1:1.116113e-01 2:2.014446e-01
1 1:1.813193e-01 2:1.139647e-01
1 1:1.944386e-01 2:1.484751e-01
1 1:2.202854e-01 2:5.537721e-02
1 1:9.888366e-02 2:6.019262e-02
2 1:7.031532e-01 2:5.537721e-02
2 1:6.048570e-01 2:5.939005e-02
1 1:3.358128e-01 2:6.661316e-02
1 1:1.687876e-01 2:1.292135e-01
1 1:1.709415e-01 2:5.939005e-02
1 1:4.055209e-01 2:6.500803e-02
1 1:7.558236e-02 2:5.008026e-01
1 1:8.870158e-02 2:3.964687e-01
2 1:7.468187e-01 2:5.296950e-02
2 1:6.880759e-01 2:5.939005e-02
1 1:1.515563e-01 2:1.508828e-01
2 1:9.316626e-01 2:5.216693e-02
